id,name,generic_term,generic_category,concise_code,lat,lon,location,decision_date
FEPUP,West Bay Provincial Nature Reserve,Provincial Nature Reserve,Administrative Area,PARK,49.9087200,-88.9300500,Thunder Bay,1990-12-31
FDCEU,West Becher,Dispersed Rural Community,Populated Place,UNP,42.6539600,-82.3707200,Lambton,1979-07-18
FDCGI,West Brant,Urban Community,Populated Place,UNP,43.1342800,-80.2772000,Brant,1974-07-09
FDCHI,West Corners,Dispersed Rural Community,Populated Place,UNP,44.3030555,-77.8297222,Northumberland,1977-10-04
FDCHW,West Deane Park,Urban Community,Populated Place,UNP,43.6561112,-79.5625000,York,1974-06-30
FEUTS,West Elgin,Township Municipality,Administrative Area,MUN2,42.5964600,-81.6745800,Elgin,1998-01-01
FIDPX,West English River Provincial Park,Provincial Park,Administrative Area,PARK,50.4284910,-93.8760860,,2003-12-31
FDCJE,West Essa,Dispersed Rural Community,Populated Place,UNP,44.1821800,-79.8696100,Simcoe,1974-12-31
FDCJI,West Flamborough,Geographic Township,Administrative Area,GEOG,43.3164700,-79.9993400,Wentworth,1962-12-31
FEDAM,West Flamborough,Dispersed Rural Community,Populated Place,UNP,43.2716667,-80.0158333,Wentworth,1949-07-07
FDCJN,West Fort William,Urban Community,Populated Place,UNP,48.3673500,-89.3021500,Thunder Bay,1974-07-03
FDCJS,West Franklin,Dispersed Rural Community,Populated Place,UNP,44.1103900,-79.3203600,York,1950-05-04
FDCKD,West Gravenhurst,Compact Rural Community,Populated Place,UNP,44.9297222,-79.4122222,Muskoka,1932-07-06
FEVHI,West Grey,Township Municipality,Administrative Area,MUN2,44.2366667,-80.8366667,Grey,2001-01-01
FDCKF,West Guilford,Dispersed Rural Community,Populated Place,UNP,45.1095600,-78.6002400,Haliburton,1952-01-17
FDCKG,West Gwillimbury,Geographic Township,Administrative Area,GEOG,44.1359300,-79.6145500,Simcoe,1962-12-31
FEDAV,West Hamilton,Urban Community,Populated Place,UNP,43.2536111,-79.9311111,Wentworth,1950-07-06
FDCKJ,West Hawkesbury,Geographic Township,Administrative Area,GEOG,45.5330400,-74.6318300,Prescott,1995-03-28
FDCKO,West Hill,Urban Community,Populated Place,UNP,43.7591666,-79.1830556,York,1950-05-04
FDCKQ,West Humber Estates,Urban Community,Populated Place,UNP,43.7236111,-79.5797222,York,1979-10-02
FDCKT,West Huntingdon,Dispersed Rural Community,Populated Place,UNP,44.3538889,-77.4788889,Hastings,1952-01-17
FCUVR,West Huntingdon Station,Railway Point,Populated Place,UNP,44.3377778,-77.4766667,Hastings,1952-01-17
FDCLH,West Lake,Dispersed Rural Community,Populated Place,UNP,43.9238889,-77.2619444,Prince Edward,1932-03-01
FDNNM,West Lincoln,Township Municipality,Administrative Area,MUN2,43.0706900,-79.5691700,Niagara,1970-01-01
FEDBJ,West Lorne,Community,Populated Place,UNP,42.6030600,-81.6068100,Elgin,1998-01-01
FDCMS,West Lynde,Urban Community,Populated Place,UNP,43.8719445,-78.9563889,Durham,1976-01-23
FDCMZ,West McGillivray,Dispersed Rural Community,Populated Place,UNP,43.2014500,-81.5798600,Middlesex,1950-05-04
FDCNO,West Monkton,Railway Point,Populated Place,UNP,43.5898300,-81.0805100,Perth,1941-04-29
FEZYW,West Montreal River Provincial Park,Provincial Park,Administrative Area,PARK,48.0324140,-80.6873260,Timiskaming,2002-05-08
FDCNQ,West Montrose,Compact Rural Community,Populated Place,UNP,43.5883333,-80.4819445,Waterloo,1950-09-07
FEUWK,West Nipissing,Town,Populated Place,TOWN,46.4471999,-80.0414000,Nipissing; Sudbury,1999-01-01
FDCOR,West Osgoode,Dispersed Rural Community,Populated Place,UNP,45.1633800,-75.5676100,Carleton,1936-10-06
FEUUG,West Perth,Township Municipality,Administrative Area,MUN2,43.4731200,-81.2203900,Perth,1998-01-01
FDCQC,West River,Dispersed Rural Community,Populated Place,UNP,46.1453500,-81.7537700,Sudbury,1958-03-06
FDHSS,West Riverside,Urban Community,Populated Place,UNP,49.4092500,-82.4387600,Cochrane,1979-07-16
FEVLQ,West Sandy Island Provincial Nature Reserve,Provincial Nature Reserve,Administrative Area,PARK,46.2377410,-79.9145410,Nipissing,1994-12-31
FIEKB,West Wabigoon River Conservation Reserve,Conservation Reserve,Administrative Area,PARK,49.9044840,-93.3122110,Colenso,2003-12-31
FDCFC,Westboro,Urban Community,Populated Place,UNP,45.3927778,-75.7550000,Carleton,1969-04-16
FDCGK,Westbrook,Geographic Township,Administrative Area,GEOG,47.4531600,-81.6514700,Sudbury,1962-12-31
FDCGL,Westbrook,Compact Rural Community,Populated Place,UNP,44.2672222,-76.6219445,Frontenac,1950-09-07
FDCGP,Westbrook Heights,Suburban Community,Populated Place,UNP,44.2703700,-76.6220700,Frontenac,1974-08-07
FEVBA,Westcliffe Estates,Community,Populated Place,UNP,45.3158333,-75.8363889,Carleton,2003-02-18
FDCHU,Westdale,Urban Community,Populated Place,UNP,43.2644444,-79.9027778,Wentworth,1981-02-11
FDCIZ,Western Hill,Urban Community,Populated Place,UNP,43.1399500,-79.2551400,Niagara,1977-09-12
FDCJH,Westfield,Dispersed Rural Community,Populated Place,UNP,43.7980500,-81.4595800,Huron,1962-12-31
FIETG,Westfield Heritage Village and Conservation Area,Conservation Area,Administrative Area,PARK,43.3159100,-80.1492800,Beverly,
FDCJL,Westford,Dispersed Rural Community,Populated Place,UNP,44.0444445,-81.3863889,Bruce,1945-12-07
FDCNA,Westmeath,Geographic Township,Administrative Area,GEOG,45.7575000,-76.9266667,Renfrew,1962-12-31
FDCNB,Westmeath,Compact Rural Community,Populated Place,UNP,45.8172222,-76.8883333,Renfrew,1935-03-05
FIEKD,Westmeath Bog Conservation Reserve,Conservation Reserve,Administrative Area,PARK,45.7685060,-76.8645380,Renfrew,2003-12-31
FEPWG,Westmeath Provincial Park,Provincial Park,Administrative Area,PARK,45.7854920,-76.9226450,Renfrew,1990-12-31
FDCNI,Westminster,Geographic Township,Administrative Area,GEOG,42.9161111,-81.2247223,Middlesex,1962-12-31
FDCNL,Westminster,Dispersed Rural Community,Populated Place,UNP,45.4668700,-75.0037500,Prescott,1974-12-31
FIEYG,Westminster Ponds Natural Area,Conservation Area,Administrative Area,PARK,42.9530620,-81.2192740,Westminster,
FDCNU,Westmount,Urban Community,Populated Place,UNP,43.4555556,-80.5275000,Waterloo,1978-09-14
FDCNV,Westmount,Urban Community,Populated Place,UNP,42.8639600,-80.7484400,Oxford,1977-10-12
FDCNW,Westmount,Urban Community,Populated Place,UNP,43.6927778,-79.5236111,York,1979-10-02
FDCNX,Westmount,Urban Community,Populated Place,UNP,42.9502778,-81.2927778,Middlesex,1976-06-07
FDCNY,Westmount,Urban Community,Populated Place,UNP,44.3016500,-78.3531600,Peterborough,1978-09-14
FDCON,Weston,Urban Community,Populated Place,UNP,43.7035900,-79.5151300,York,1967-01-01
FDCOV,Westover,Dispersed Rural Community,Populated Place,UNP,43.3339600,-80.0843300,Wentworth,1949-07-07
FDCPF,Westplain,Dispersed Rural Community,Populated Place,UNP,44.3802777,-77.0627778,Lennox and Addington,1967-06-08
FDCPP,Westport,Village,Populated Place,VILG,44.6841200,-76.4001100,Leeds,1952-06-06
FDCPZ,Westree,Dispersed Rural Community,Populated Place,UNP,47.4188889,-81.5452777,Sudbury,1950-03-02
FDCRY,Westview,Dispersed Rural Community,Populated Place,UNP,44.3438889,-77.9080556,Northumberland,1972-02-21
FDCSL,Westwood,Compact Rural Community,Populated Place,UNP,45.3466667,-76.0116666,Carleton,1977-09-09
FDCSK,Westwood,Dispersed Rural Community,Populated Place,UNP,44.3217300,-78.0668200,Peterborough,1952-01-17
FDCTE,Wexford,Dispersed Rural Community,Populated Place,UNP,44.7179500,-75.4998800,Grenville,1955-11-03
FDCTD,Wexford,Urban Community,Populated Place,UNP,43.7483334,-79.2986111,York,1950-04-06
FDCTF,Wexford Heights,Urban Community,Populated Place,UNP,43.7456700,-79.2777700,York,1955-01-20
FDCTM,Whalen,Geographic Township,Administrative Area,GEOG,47.8002778,-81.9200000,Sudbury,1962-12-31
FDCTP,Whalen Corners,Dispersed Rural Community,Populated Place,UNP,43.2625000,-81.3613888,Middlesex,1960-10-05
FDCUH,Whaley's Corners,Urban Community,Populated Place,UNP,43.6076400,-79.7983100,Halton,1977-09-23
FDCUM,Wharncliffe,Dispersed Rural Community,Populated Place,UNP,46.4095800,-83.4112800,Algoma,1939-12-12
FDCUT,Wheatley,Community,Populated Place,UNP,42.0938889,-82.4619445,Essex; Kent,1998-01-01
FDOLA,Wheatley Provincial Park,Provincial Park,Administrative Area,PARK,42.0900000,-82.4472222,Kent,1990-12-31
FDCVO,Whigham,Geographic Township,Administrative Area,GEOG,47.9745700,-82.5344100,Sudbury,1962-12-31
FDCYD,Whitby,Geographic Township,Administrative Area,GEOG,43.9368100,-78.9166800,Durham,1978-01-01
FDCYE,Whitby,Town,Populated Place,TOWN,43.9325000,-78.9544445,Durham,1968-01-01
FDOLB,Whitchurch,Geographic Township,Administrative Area,GEOG,44.0083333,-79.3741667,York,1962-12-31
FIEUQ,Whitchurch Conservation Area,Conservation Area,Administrative Area,PARK,44.0234000,-79.3562000,York,
FDOLC,Whitchurch-Stouffville,Town,Populated Place,TOWN,44.0086111,-79.3175000,York,1971-01-01
FDOLD,White,Geographic Township,Administrative Area,GEOG,45.9497500,-78.1324000,Nipissing,1962-12-31
FDCYL,White,Railway Point,Populated Place,UNP,49.8995380,-95.0952990,Kenora,1947-03-13
FEVQS,White Bear Forest Conservation Reserve,Conservation Reserve,Administrative Area,PARK,47.0466100,-79.7523160,Nipissing,1997-07-04
FDNNY,White Hills,Urban Community,Populated Place,UNP,43.0078500,-81.3081700,Middlesex,1977-10-13
FDDFB,White Lake,Compact Rural Community,Populated Place,UNP,45.3597222,-76.4969445,Renfrew,1937-12-07
FDDED,White Lake,Dispersed Rural Community,Populated Place,UNP,44.4440200,-77.4620400,Hastings,1952-01-17
FIEKG,White Lake Conservation Reserve,Conservation Reserve,Administrative Area,PARK,45.3034400,-76.4972460,Lanark,2003-12-31
FEVLR,White Lake Peatlands Provincial Nature Reserve,Provincial Nature Reserve,Administrative Area,PARK,48.8647010,-85.5598640,Thunder Bay,1997-12-31
FDOLH,White Lake Provincial Park,Provincial Park,Administrative Area,PARK,48.6990400,-85.6730300,Thunder Bay,1990-12-31
FDDFV,White Oak,Dispersed Rural Community,Populated Place,UNP,42.9113889,-81.2441667,Middlesex,1948-04-19
FDDGA,White Oaks Village,Compact Rural Community,Populated Place,UNP,42.9318300,-80.1316300,Haldimand,1975-03-25
FEPNU,White Otter Lake Wilderness Area,Wilderness Area,Administrative Area,PARK,49.1719444,-91.9094444,Kenora,1970-12-31
FDDGU,White Pigeon,Locality,Populated Place,UNP,43.0075000,-79.1225000,Niagara,1980-03-18
FEDBM,White River,Township Municipality,Administrative Area,MUN2,48.5836111,-85.2591667,Algoma,1979-12-01
FDDHT,White River,Dispersed Rural Community,Populated Place,UNP,48.5912400,-85.2815100,Algoma,1956-03-01
FDDHZ,White Rose,Dispersed Rural Community,Populated Place,UNP,43.9794000,-79.4123900,York,1950-05-04
FIEUY,White Waterfront Conservation Area,Conservation Area,Administrative Area,PARK,48.4784410,-81.2051010,Tisdale,
FDCZF,Whitebread,Dispersed Rural Community,Populated Place,UNP,42.6308333,-82.4683333,Kent; Lambton,1950-05-04
FDCZK,Whitechurch,Dispersed Rural Community,Populated Place,UNP,43.9187800,-81.4043700,Bruce,1950-07-06
FDCZU,Whitedog,Locality,Populated Place,UNP,50.1318810,-94.9343390,Kenora,1998-01-28
FDDAH,Whitefish,Compact Rural Community,Populated Place,UNP,46.3808333,-81.3161111,Sudbury,1949-08-04
FIEKI,Whitefish and East Whitefish Lakes Sandy Till Upland Conservation Reserve,Conservation Reserve,Administrative Area,PARK,48.1271430,-80.6962850,Robertson,2005-12-31
FDDAT,Whitefish Bay,Dispersed Rural Community,Populated Place,UNP,49.4016100,-93.9520900,Kenora,1962-12-31
FETBY,Whitefish Bay 32A,Indian Reserve,Administrative Area,IR,49.4019440,-93.8925000,Kenora,2004-01-14
FETBZ,Whitefish Bay 33A,Indian Reserve,Administrative Area,IR,49.3722220,-93.9566670,Kenora,
FETCA,Whitefish Bay 34A,Indian Reserve,Administrative Area,IR,49.3763890,-93.9802780,Kenora,
FDDBB,Whitefish Falls,Compact Rural Community,Populated Place,UNP,46.1113889,-81.7294444,Sudbury,1949-09-01
FEPNT,Whitefish Falls Wilderness Area,Wilderness Area,Administrative Area,PARK,48.3595200,-83.6731600,Sudbury,1970-12-31
FETCH,Whitefish Island,Indian Reserve,Administrative Area,IR,46.5094440,-84.3505550,Algoma,
FETCB,Whitefish Lake 6,Indian Reserve,Administrative Area,IR,46.3188890,-81.2475000,Sudbury,
FOBUI,Whitefish River,First Nation Administrative Location,Administrative Area,MUN2,46.0661639,-81.7760262,,2023-09-14
FESXF,Whitefish River 4,Indian Reserve,Administrative Area,IR,46.1127780,-81.7000000,Manitoulin,1990-12-31
FIEKK,Whitefish River Sandy Till Conservation Reserve,Conservation Reserve,Administrative Area,PARK,48.0586520,-80.8926800,Argyle,2005-12-31
FDDDG,Whitehall,Dispersed Rural Community,Populated Place,UNP,45.4800000,-79.5213889,Parry Sound,1951-01-17
FETEA,Whitehaven,Community,Populated Place,UNP,45.3641667,-75.7744444,Carleton,2003-09-19
FDNJP,Whitehead,Geographic Township,Administrative Area,GEOG,47.4538889,-83.4013888,Sudbury,1975-07-03
FIEKL,Whitemud Conservation Reserve,Conservation Reserve,Administrative Area,PARK,50.7161850,-92.4389590,,2003-12-31
FDDIA,Whites,Dispersed Rural Community,Populated Place,UNP,42.7219444,-81.1997222,Elgin,1948-05-04
FDDJD,Whites Junction,Railway Point,Populated Place,UNP,43.8463889,-80.8513888,Wellington,1960-08-04
FOBRF,Whitesand,First Nation Administrative Location,Administrative Area,MUN2,50.3099258,-89.0432489,,2023-09-14
FEURT,Whitesand,Indian Reserve,Administrative Area,IR,50.3152780,-89.0388890,Thunder Bay,1995-04-04
FDDIW,Whiteside,Dispersed Rural Community,Populated Place,UNP,45.0632000,-79.6061300,Muskoka,1951-01-17
FDDIZ,Whitesides,Geographic Township,Administrative Area,GEOG,48.4077778,-81.7916666,Cochrane,1962-12-31
FEVHD,Whitestone,Township Municipality,Administrative Area,MUN2,45.6827778,-79.9816666,Parry Sound,2000-01-01
FDDJQ,Whitestone,Dispersed Rural Community,Populated Place,UNP,45.6811111,-79.9850000,Parry Sound,1974-12-31
FDDKD,Whitevale,Compact Rural Community,Populated Place,UNP,43.8882300,-79.1587700,Durham,1950-05-04
FEVHO,Whitewater Region,Township Municipality,Administrative Area,MUN2,45.7058333,-76.8488888,Renfrew,2001-01-01
FDDKP,Whitewood Grove,Dispersed Rural Community,Populated Place,UNP,47.7116667,-79.7377777,Timiskaming,1950-09-07
FDDKQ,Whitfield,Dispersed Rural Community,Populated Place,UNP,44.1482600,-80.1351600,Dufferin,1950-06-02
FDDKU,Whitman,Geographic Township,Administrative Area,GEOG,46.7419444,-83.9086111,Algoma,1962-12-31
FDTQM,Whitney,Geographic Township,Administrative Area,GEOG,48.4941667,-81.1400000,Cochrane,1962-12-31
FDDLD,Whitney,Compact Rural Community,Populated Place,UNP,45.4911111,-78.2388889,Nipissing,1952-01-17
FEVMW,Whitney Memorial Dam Conservation Area,Conservation Area,Administrative Area,PARK,44.0000000,-77.5166670,,
FDDLS,Whitson,Geographic Township,Administrative Area,GEOG,47.4525000,-80.3347222,Timiskaming,1962-12-31
FDDMC,Whittington,Dispersed Rural Community,Populated Place,UNP,43.9904200,-80.1674800,Dufferin,1936-10-06
FDDMR,Wiarton,Community,Populated Place,UNP,44.7406600,-81.1399900,Bruce,1999-01-01
FDDMX,Wick,Dispersed Rural Community,Populated Place,UNP,44.2168000,-79.0365500,Durham,1950-05-04
FDDNI,Wicklow,Geographic Township,Administrative Area,GEOG,45.3081600,-77.9031900,Hastings,1962-12-31
FDDNJ,Wicklow,Dispersed Rural Community,Populated Place,UNP,43.9994445,-77.9750000,Northumberland,1932-03-01
FDDNR,Wicksteed,Geographic Township,Administrative Area,GEOG,49.2502778,-84.7927778,Algoma,1962-12-31
FDYKO,Widdifield,Geographic Township,Administrative Area,GEOG,46.3836111,-79.3661111,Nipissing,1962-12-31
FIDQC,Widdifield Forest Provincial Park,Provincial Park,Administrative Area,PARK,46.4473210,-79.3253330,Widdifield,2002-12-31
FIEKN,Widgeon Lake Moraine Conservation Reserve,Conservation Reserve,Administrative Area,PARK,48.2114510,-85.4820620,,2002-12-31
FDTQP,Wiggins,Geographic Township,Administrative Area,GEOG,48.9468100,-87.7547000,Thunder Bay,1975-07-03
FDDPK,Wights Corners,Dispersed Rural Community,Populated Place,UNP,44.6437800,-75.9659200,Leeds,1967-03-23
FDDPM,Wigle,Geographic Township,Administrative Area,GEOG,47.8891666,-81.9127778,Sudbury,1962-12-31
FDDPN,Wigle,Dispersed Rural Community,Populated Place,UNP,42.0969700,-82.6037700,Essex,1974-12-31
FOBQL,Wikwemikong,First Nation Administrative Location,Administrative Area,MUN2,45.7975417,-81.7280896,,2023-09-14
FDDRF,Wikwemikong,Compact Rural Community,Populated Place,UNP,45.8066667,-81.7172223,Manitoulin,1950-08-02
FOBVB,Wikwemikong Unceded,Indian Reserve,Administrative Area,IR,45.7066670,-81.7163890,,2022-10-20
FDDRJ,Wikwemikonsing,Dispersed Rural Community,Populated Place,UNP,45.7166667,-81.6830555,Manitoulin,1976-01-07
FDDRN,Wilberforce,Geographic Township,Administrative Area,GEOG,45.6372222,-77.1402777,Renfrew,1962-12-31
FDDRO,Wilberforce,Compact Rural Community,Populated Place,UNP,45.0375000,-78.2244444,Haliburton,1952-01-17
FDDRR,Wilbur,Railway Point,Populated Place,UNP,45.0166667,-76.7002778,Frontenac,1947-12-02
FEPRN,Wilcox Conservation Area,Conservation Area,Administrative Area,PARK,43.8833330,-80.1333330,,
FDDRY,Wilcox Corners,Locality,Populated Place,UNP,43.0750000,-79.5919444,Niagara,1980-01-16
FDDSI,Wilcox Lake,Locality,Populated Place,UNP,44.2275000,-80.5602778,Grey,1977-10-13
FDDSH,Wilcox Lake,Urban Community,Populated Place,UNP,43.9500000,-79.4333330,,1950-07-06
FDDTF,Wild Goose,Dispersed Rural Community,Populated Place,UNP,48.4911111,-89.0794445,Thunder Bay,1936-11-10
FIETH,Wild Waterworks Conservation Area,Conservation Area,Administrative Area,PARK,43.2444800,-79.7450400,Saltfleet,
FDDTE,Wildfield,Dispersed Rural Community,Populated Place,UNP,43.8194444,-79.7269445,Peel,1950-07-06
FIDDU,Wildgoose Outwash Deposit Provincial Park,Provincial Nature Reserve,Administrative Area,PARK,48.3890120,-80.4349520,,2005-04-21
FDHTL,Wildwood,Urban Community,Populated Place,UNP,43.6633333,-79.9325000,Halton,1980-09-26
FEPRO,Wildwood Conservation Area,Conservation Area,Administrative Area,PARK,43.2662530,-81.0680940,County of Perth,
FDDUO,Wilfrid,Compact Rural Community,Populated Place,UNP,44.3204930,-79.1747100,Durham,1929-01-08
FDDUR,Wilgar,Railway Point,Populated Place,UNP,50.0305290,-85.4190650,Cochrane,1948-10-07
FDDUX,Wilhelmina,Geographic Township,Administrative Area,GEOG,48.8419300,-81.7926300,Cochrane,1962-12-31
FDDVB,Wilkes,Geographic Township,Administrative Area,GEOG,45.9998600,-78.9735300,Nipissing,1962-12-31
FDDVD,Wilkesport,Dispersed Rural Community,Populated Place,UNP,42.7278200,-82.3626400,Lambton,1950-05-04
FDDVF,Wilkie,Geographic Township,Administrative Area,GEOG,48.6686111,-80.4833334,Cochrane,1962-12-31
FDDVO,Wilkinson,Dispersed Rural Community,Populated Place,UNP,44.5413889,-76.8138889,Frontenac,1939-12-12
FDDVU,Willans,Geographic Township,Administrative Area,GEOG,50.9772222,-93.5541666,Kenora,1962-12-31
FDDVY,Willard Lake,Compact Rural Community,Populated Place,UNP,49.8325000,-93.9827778,Kenora,1964-08-13
FDDWA,Willet,Geographic Township,Administrative Area,GEOG,47.6280556,-80.3347222,Timiskaming,1962-12-31
FDDWG,Willetsholme,Dispersed Rural Community,Populated Place,UNP,44.3541667,-76.2469445,Frontenac; Leeds,1958-09-04
FEJJF,Williams,Geographic Township,Administrative Area,GEOG,43.1127777,-81.6669444,Middlesex,1978-01-01
FEPUQ,Williams Island Provincial Nature Reserve,Provincial Nature Reserve,Administrative Area,PARK,50.3995800,-81.5700000,Cochrane,1990-12-31
FDDXQ,Williams Point,Compact Rural Community,Populated Place,UNP,44.1661111,-78.8186111,Durham,1952-01-17
FDDWV,Williamsburg,Dispersed Rural Community,Populated Place,UNP,43.4017800,-80.4967100,Waterloo,1949-07-07
FDDWW,Williamsburg,Locality,Populated Place,UNP,44.9760100,-75.2417300,Dundas,1991-11-30
FDDWX,Williamsburgh,Geographic Township,Administrative Area,GEOG,44.9998600,-75.2002400,Dundas,1962-12-31
FDDWZ,Williamsford,Compact Rural Community,Populated Place,UNP,44.3771100,-80.8698600,Grey,1945-04-16
FDDXL,Williamson,Geographic Township,Administrative Area,GEOG,49.5136111,-82.5758333,Cochrane,1962-12-31
FDDXS,Williamsport,Dispersed Rural Community,Populated Place,UNP,45.4120500,-79.1699600,Muskoka,1958-11-06
